communication_id,client_id,contact_date,contact_type,contact_reason,contacted_by
COM04677,C0240,2025-07-16,Phone Call,Training needs assessment,Ahmed Abdullah
COM04584,C0236,2025-07-16,WhatsApp,Follow-up on booking,Noura Salem
COM06718,C0355,2025-07-16,Email,Schedule confirmation,Ahmed Abdullah
COM06116,C0323,2025-07-16,WhatsApp,Feedback discussion,Ahmed Abdullah
COM07279,C0381,2025-07-17,Email,General inquiry,Noura Salem
COM08108,C0430,2025-07-17,WhatsApp,Invoice query,Mohammed Ali
COM02740,C0149,2025-07-17,WhatsApp,Follow-up on booking,Sara Hassan
COM04230,C0222,2025-07-17,Phone Call,Account review,Mohammed Ali
COM03690,C0193,2025-07-17,Meeting,Quotation request,Fatima Ahmed
COM01628,C0086,2025-07-17,WhatsApp,Account review,Ahmed Abdullah
COM03895,C0203,2025-07-17,Phone Call,Follow-up on booking,Fatima Ahmed
COM00254,C0011,2025-07-17,WhatsApp,Quotation request,Noura Salem
COM03382,C0178,2025-07-17,Meeting,Account review,Mohammed Ali
COM06498,C0345,2025-07-17,Video Call,General inquiry,Noura Salem
COM01088,C0058,2025-07-17,Video Call,Course recommendation,Mohammed Ali
COM05578,C0292,2025-07-17,Video Call,Training needs assessment,Ahmed Abdullah
COM02468,C0133,2025-07-18,Email,Thank you message,Sara Hassan
COM00594,C0027,2025-07-18,Meeting,Training needs assessment,Mohammed Ali
COM01981,C0106,2025-07-18,Meeting,Complaint resolution,Ahmed Abdullah
COM05565,C0291,2025-07-18,Video Call,Schedule confirmation,Sara Hassan
COM02154,C0118,2025-07-18,Meeting,Thank you message,Noura Salem
COM09154,C0488,2025-07-18,Meeting,New course announcement,Sara Hassan
COM01980,C0106,2025-07-18,Meeting,Invoice query,Ahmed Abdullah
COM06807,C0361,2025-07-18,Meeting,Satisfaction survey,Fatima Ahmed
COM01494,C0079,2025-07-19,Meeting,New course announcement,Ahmed Abdullah
COM06591,C0348,2025-07-19,Email,New course announcement,Ahmed Abdullah
COM02554,C0137,2025-07-19,Phone Call,Course recommendation,Fatima Ahmed
COM00794,C0038,2025-07-19,WhatsApp,Feedback discussion,Noura Salem
COM05923,C0311,2025-07-19,Video Call,Schedule confirmation,Ahmed Abdullah
COM05903,C0310,2025-07-19,WhatsApp,Training needs assessment,Fatima Ahmed
COM03241,C0173,2025-07-19,WhatsApp,Satisfaction survey,Noura Salem
COM05004,C0260,2025-07-19,WhatsApp,Thank you message,Noura Salem
COM03586,C0190,2025-07-19,Meeting,Invoice query,Noura Salem
COM01572,C0084,2025-07-19,Email,Course recommendation,Sara Hassan
COM09132,C0487,2025-07-20,Video Call,Feedback discussion,Sara Hassan
COM01739,C0092,2025-07-20,WhatsApp,Renewal discussion,Noura Salem
COM07711,C0408,2025-07-20,Video Call,New course announcement,Mohammed Ali
COM05155,C0270,2025-07-20,Meeting,Training needs assessment,Sara Hassan
COM05175,C0271,2025-07-20,Email,Feedback discussion,Mohammed Ali
COM01541,C0081,2025-07-20,Video Call,Complaint resolution,Noura Salem
COM08029,C0425,2025-07-21,Phone Call,Quotation request,Mohammed Ali
COM08209,C0435,2025-07-21,Video Call,Account review,Ahmed Abdullah
COM09059,C0484,2025-07-21,WhatsApp,Invoice query,Mohammed Ali
COM05194,C0272,2025-07-21,Meeting,Account review,Ahmed Abdullah
COM00015,C0001,2025-07-21,Phone Call,Follow-up on booking,Noura Salem
COM08745,C0466,2025-07-21,Video Call,Course recommendation,Noura Salem
COM03369,C0178,2025-07-21,Phone Call,Satisfaction survey,Mohammed Ali
COM00704,C0032,2025-07-21,WhatsApp,Invoice query,Mohammed Ali
COM02821,C0153,2025-07-21,Meeting,Schedule confirmation,Noura Salem
COM05376,C0283,2025-07-21,Email,Quotation request,Fatima Ahmed
COM08210,C0435,2025-07-21,Video Call,Account review,Ahmed Abdullah
COM02670,C0145,2025-07-22,WhatsApp,Schedule confirmation,Ahmed Abdullah
COM07355,C0387,2025-07-22,Phone Call,Feedback discussion,Mohammed Ali
COM08173,C0433,2025-07-22,Meeting,Schedule confirmation,Ahmed Abdullah
COM06075,C0321,2025-07-22,Video Call,Satisfaction survey,Ahmed Abdullah
COM04583,C0236,2025-07-22,Video Call,Invoice query,Noura Salem
COM03089,C0166,2025-07-22,Email,General inquiry,Ahmed Abdullah
COM00447,C0021,2025-07-22,Email,General inquiry,Mohammed Ali
COM06538,C0345,2025-07-22,Video Call,Course recommendation,Noura Salem
COM09280,C0495,2025-07-22,Phone Call,New course announcement,Ahmed Abdullah
COM01936,C0103,2025-07-22,Phone Call,Invoice query,Noura Salem
COM02151,C0118,2025-07-23,Meeting,Account review,Noura Salem
COM05897,C0309,2025-07-23,WhatsApp,Renewal discussion,Sara Hassan
COM07556,C0400,2025-07-23,Phone Call,Invoice query,Mohammed Ali
COM07747,C0410,2025-07-23,Phone Call,Complaint resolution,Mohammed Ali
COM08207,C0435,2025-07-23,Phone Call,New course announcement,Ahmed Abdullah
COM01133,C0059,2025-07-23,Video Call,Invoice query,Fatima Ahmed
COM04358,C0224,2025-07-23,Video Call,Feedback discussion,Ahmed Abdullah
COM06565,C0346,2025-07-23,Email,Schedule confirmation,Mohammed Ali
COM06320,C0335,2025-07-24,Phone Call,Course recommendation,Noura Salem
COM00365,C0017,2025-07-24,Phone Call,Thank you message,Fatima Ahmed
COM02831,C0153,2025-07-24,Email,Satisfaction survey,Noura Salem
COM03833,C0201,2025-07-24,Video Call,Quotation request,Ahmed Abdullah
COM00596,C0027,2025-07-24,WhatsApp,Course recommendation,Mohammed Ali
COM08754,C0466,2025-07-24,Video Call,Schedule confirmation,Noura Salem
COM04330,C0224,2025-07-24,Email,New course announcement,Ahmed Abdullah
COM09397,C0500,2025-07-24,Email,Course recommendation,Fatima Ahmed
COM08351,C0444,2025-07-24,Video Call,Training needs assessment,Noura Salem
COM07787,C0410,2025-07-24,Video Call,Satisfaction survey,Mohammed Ali
COM09360,C0498,2025-07-25,Meeting,Thank you message,Noura Salem
COM08007,C0423,2025-07-25,Phone Call,General inquiry,Noura Salem
COM01131,C0059,2025-07-25,Meeting,Schedule confirmation,Fatima Ahmed
COM00259,C0011,2025-07-25,Meeting,Invoice query,Noura Salem
COM04072,C0215,2025-07-25,Email,Complaint resolution,Mohammed Ali
COM06389,C0339,2025-07-25,Phone Call,New course announcement,Fatima Ahmed
COM06905,C0364,2025-07-25,WhatsApp,Quotation request,Fatima Ahmed
COM05777,C0302,2025-07-25,Meeting,Invoice query,Mohammed Ali
COM08991,C0482,2025-07-25,Video Call,Satisfaction survey,Noura Salem
COM03886,C0203,2025-07-25,Video Call,New course announcement,Fatima Ahmed
COM07493,C0395,2025-07-25,Phone Call,Course recommendation,Mohammed Ali
COM08302,C0441,2025-07-25,Phone Call,Training needs assessment,Mohammed Ali
COM03379,C0178,2025-07-25,Email,Thank you message,Mohammed Ali
COM08640,C0462,2025-07-25,Video Call,Complaint resolution,Fatima Ahmed
COM01072,C0058,2025-07-26,Email,Course recommendation,Mohammed Ali
COM05796,C0302,2025-07-26,Meeting,Schedule confirmation,Mohammed Ali
COM05306,C0280,2025-07-26,Video Call,Quotation request,Mohammed Ali
COM08344,C0443,2025-07-26,Email,Course recommendation,Sara Hassan
COM02374,C0130,2025-07-26,Video Call,Complaint resolution,Mohammed Ali
COM07382,C0388,2025-07-26,WhatsApp,New course announcement,Sara Hassan
COM03533,C0187,2025-07-26,WhatsApp,Satisfaction survey,Noura Salem
COM07781,C0410,2025-07-26,Email,Renewal discussion,Mohammed Ali
COM08128,C0430,2025-07-26,Email,Invoice query,Mohammed Ali
COM03380,C0178,2025-07-26,Phone Call,New course announcement,Mohammed Ali
COM05906,C0310,2025-07-26,Video Call,General inquiry,Fatima Ahmed
COM00424,C0020,2025-07-26,Phone Call,Satisfaction survey,Fatima Ahmed
COM00961,C0051,2025-07-27,Meeting,Renewal discussion,Ahmed Abdullah
COM05991,C0316,2025-07-27,Phone Call,Training needs assessment,Fatima Ahmed
COM03841,C0202,2025-07-27,Video Call,Invoice query,Sara Hassan
COM07663,C0407,2025-07-27,Video Call,Follow-up on booking,Sara Hassan
COM05182,C0271,2025-07-27,WhatsApp,Schedule confirmation,Mohammed Ali
COM06576,C0346,2025-07-27,Phone Call,Invoice query,Mohammed Ali
COM07597,C0401,2025-07-27,Email,Complaint resolution,Fatima Ahmed
COM06750,C0357,2025-07-27,Email,Feedback discussion,Sara Hassan
COM08027,C0424,2025-07-28,WhatsApp,General inquiry,Ahmed Abdullah
COM04745,C0247,2025-07-28,Email,New course announcement,Sara Hassan
COM01100,C0058,2025-07-28,Meeting,Quotation request,Mohammed Ali
COM07061,C0373,2025-07-28,Phone Call,Satisfaction survey,Fatima Ahmed
COM05831,C0304,2025-07-28,Video Call,Quotation request,Mohammed Ali
COM06620,C0349,2025-07-28,WhatsApp,New course announcement,Fatima Ahmed
COM07224,C0380,2025-07-28,Video Call,Account review,Fatima Ahmed
COM06446,C0342,2025-07-28,Phone Call,Training needs assessment,Noura Salem
COM01378,C0073,2025-07-28,Phone Call,Follow-up on booking,Mohammed Ali
COM02586,C0138,2025-07-28,WhatsApp,Account review,Ahmed Abdullah
COM07515,C0397,2025-07-28,Phone Call,Invoice query,Noura Salem
COM00172,C0007,2025-07-28,WhatsApp,Thank you message,Sara Hassan
COM06024,C0319,2025-07-29,WhatsApp,Training needs assessment,Noura Salem
COM00361,C0017,2025-07-29,Email,Satisfaction survey,Fatima Ahmed
COM01120,C0059,2025-07-29,Video Call,Invoice query,Fatima Ahmed
COM04926,C0255,2025-07-29,WhatsApp,Feedback discussion,Ahmed Abdullah
COM05069,C0266,2025-07-29,Phone Call,New course announcement,Noura Salem
COM01247,C0065,2025-07-29,Email,Invoice query,Ahmed Abdullah
COM00484,C0021,2025-07-29,Phone Call,Complaint resolution,Mohammed Ali
COM04127,C0217,2025-07-29,WhatsApp,New course announcement,Noura Salem
COM09171,C0488,2025-07-29,Meeting,Complaint resolution,Sara Hassan
COM01526,C0080,2025-07-29,Video Call,Training needs assessment,Ahmed Abdullah
COM08127,C0430,2025-07-29,Meeting,Account review,Mohammed Ali
COM07641,C0405,2025-07-29,Email,Complaint resolution,Noura Salem
COM00859,C0043,2025-07-29,Phone Call,New course announcement,Ahmed Abdullah
COM01492,C0079,2025-07-30,Video Call,Course recommendation,Ahmed Abdullah
COM03371,C0178,2025-07-30,Email,General inquiry,Mohammed Ali
COM08962,C0479,2025-07-30,WhatsApp,Training needs assessment,Mohammed Ali
COM01885,C0101,2025-07-30,Email,Renewal discussion,Sara Hassan
COM07216,C0380,2025-07-30,Meeting,New course announcement,Fatima Ahmed
COM00236,C0010,2025-07-30,Meeting,Invoice query,Mohammed Ali
COM04536,C0235,2025-07-30,Meeting,Satisfaction survey,Sara Hassan
COM08247,C0438,2025-07-30,Meeting,Training needs assessment,Ahmed Abdullah
COM02527,C0135,2025-07-30,Email,Thank you message,Noura Salem
COM00829,C0041,2025-07-30,Meeting,Course recommendation,Sara Hassan
COM06307,C0334,2025-07-30,Phone Call,Invoice query,Mohammed Ali
COM03514,C0186,2025-07-31,WhatsApp,Account review,Noura Salem
COM01678,C0090,2025-07-31,Phone Call,New course announcement,Fatima Ahmed
COM05744,C0300,2025-07-31,Email,Schedule confirmation,Noura Salem
COM05746,C0300,2025-07-31,Email,Complaint resolution,Noura Salem
COM08792,C0469,2025-07-31,Phone Call,Invoice query,Noura Salem
COM05185,C0272,2025-07-31,Meeting,Renewal discussion,Ahmed Abdullah
COM06228,C0328,2025-07-31,Meeting,Satisfaction survey,Mohammed Ali
COM05164,C0270,2025-07-31,WhatsApp,General inquiry,Sara Hassan
COM03278,C0174,2025-07-31,Phone Call,New course announcement,Ahmed Abdullah
COM01090,C0058,2025-07-31,Video Call,Renewal discussion,Mohammed Ali
COM01436,C0077,2025-07-31,Video Call,Renewal discussion,Ahmed Abdullah
COM04644,C0239,2025-08-01,Video Call,New course announcement,Fatima Ahmed
COM06817,C0361,2025-08-01,Phone Call,Training needs assessment,Fatima Ahmed
COM08342,C0443,2025-08-01,Video Call,Schedule confirmation,Sara Hassan
COM06379,C0337,2025-08-01,Video Call,Training needs assessment,Fatima Ahmed
COM00987,C0054,2025-08-01,Meeting,Satisfaction survey,Noura Salem
COM08366,C0445,2025-08-01,Phone Call,Training needs assessment,Sara Hassan
COM05863,C0307,2025-08-01,Email,Course recommendation,Fatima Ahmed
COM07003,C0370,2025-08-01,WhatsApp,General inquiry,Fatima Ahmed
COM00370,C0017,2025-08-01,Phone Call,Invoice query,Fatima Ahmed
COM05152,C0270,2025-08-01,Phone Call,Follow-up on booking,Sara Hassan
COM06995,C0369,2025-08-01,Video Call,New course announcement,Mohammed Ali
COM07669,C0407,2025-08-01,Video Call,Feedback discussion,Sara Hassan
COM02072,C0111,2025-08-01,Meeting,Feedback discussion,Mohammed Ali
COM02769,C0151,2025-08-02,Video Call,General inquiry,Ahmed Abdullah
COM05329,C0282,2025-08-02,Email,Quotation request,Sara Hassan
COM05748,C0300,2025-08-02,Meeting,Follow-up on booking,Noura Salem
COM02283,C0126,2025-08-02,Video Call,Complaint resolution,Noura Salem
COM00953,C0049,2025-08-02,Video Call,Course recommendation,Sara Hassan
COM04044,C0214,2025-08-02,Phone Call,Quotation request,Noura Salem
COM01048,C0057,2025-08-02,Video Call,Thank you message,Mohammed Ali
COM00257,C0011,2025-08-02,Video Call,New course announcement,Noura Salem
COM00873,C0043,2025-08-02,WhatsApp,Invoice query,Ahmed Abdullah
COM08544,C0458,2025-08-02,Email,Course recommendation,Mohammed Ali
COM06640,C0351,2025-08-02,Video Call,Thank you message,Sara Hassan
COM06181,C0327,2025-08-02,WhatsApp,Feedback discussion,Noura Salem
COM01200,C0062,2025-08-02,Phone Call,Training needs assessment,Sara Hassan
COM01443,C0078,2025-08-02,WhatsApp,Course recommendation,Fatima Ahmed
COM08549,C0458,2025-08-02,Video Call,Renewal discussion,Mohammed Ali
COM05508,C0288,2025-08-03,Email,Thank you message,Noura Salem
COM06107,C0322,2025-08-03,Video Call,Feedback discussion,Ahmed Abdullah
COM03014,C0163,2025-08-03,Video Call,Invoice query,Ahmed Abdullah
COM05472,C0286,2025-08-03,WhatsApp,Quotation request,Fatima Ahmed
COM03062,C0165,2025-08-03,Video Call,Feedback discussion,Sara Hassan
COM03802,C0201,2025-08-03,WhatsApp,General inquiry,Ahmed Abdullah
COM02476,C0133,2025-08-03,Phone Call,Training needs assessment,Sara Hassan
COM04408,C0226,2025-08-03,Video Call,Thank you message,Sara Hassan
COM06960,C0367,2025-08-03,WhatsApp,Satisfaction survey,Ahmed Abdullah
COM03239,C0173,2025-08-04,WhatsApp,Renewal discussion,Noura Salem
COM05111,C0268,2025-08-04,WhatsApp,Schedule confirmation,Ahmed Abdullah
COM05573,C0291,2025-08-04,Meeting,Satisfaction survey,Sara Hassan
COM06876,C0362,2025-08-04,WhatsApp,Account review,Ahmed Abdullah
COM08120,C0430,2025-08-04,Phone Call,General inquiry,Mohammed Ali
COM06744,C0357,2025-08-04,Email,Thank you message,Sara Hassan
COM06836,C0361,2025-08-04,WhatsApp,Renewal discussion,Fatima Ahmed
COM03386,C0179,2025-08-04,Email,Follow-up on booking,Mohammed Ali
COM05593,C0293,2025-08-04,Email,Satisfaction survey,Fatima Ahmed
COM08696,C0464,2025-08-04,Phone Call,General inquiry,Sara Hassan
COM00949,C0049,2025-08-04,Meeting,New course announcement,Sara Hassan
COM02462,C0133,2025-08-04,Phone Call,Account review,Sara Hassan
COM03566,C0189,2025-08-04,Meeting,Renewal discussion,Mohammed Ali
COM01168,C0061,2025-08-04,Video Call,Course recommendation,Mohammed Ali
COM08440,C0450,2025-08-05,Video Call,Thank you message,Sara Hassan
COM07520,C0397,2025-08-05,Video Call,General inquiry,Noura Salem
COM04656,C0239,2025-08-05,Meeting,Course recommendation,Fatima Ahmed
COM03990,C0210,2025-08-05,WhatsApp,Account review,Ahmed Abdullah
COM01480,C0078,2025-08-05,Video Call,Thank you message,Fatima Ahmed
COM01940,C0103,2025-08-05,Meeting,New course announcement,Noura Salem
COM03285,C0174,2025-08-05,Meeting,Thank you message,Ahmed Abdullah
COM05926,C0311,2025-08-05,Meeting,Follow-up on booking,Ahmed Abdullah
COM08001,C0423,2025-08-05,Meeting,Course recommendation,Noura Salem
COM06912,C0364,2025-08-05,Meeting,Complaint resolution,Fatima Ahmed
COM02806,C0153,2025-08-06,Email,Complaint resolution,Noura Salem
COM08084,C0429,2025-08-06,Phone Call,Quotation request,Noura Salem
COM02389,C0131,2025-08-06,Meeting,Training needs assessment,Fatima Ahmed
COM03431,C0182,2025-08-06,Email,Training needs assessment,Mohammed Ali
COM05087,C0267,2025-08-06,WhatsApp,Renewal discussion,Noura Salem
COM04043,C0214,2025-08-06,Video Call,Follow-up on booking,Noura Salem
COM04601,C0237,2025-08-06,WhatsApp,General inquiry,Sara Hassan
COM05601,C0294,2025-08-06,WhatsApp,Satisfaction survey,Mohammed Ali
COM01901,C0101,2025-08-06,Meeting,Course recommendation,Sara Hassan
COM03661,C0191,2025-08-06,Phone Call,Complaint resolution,Mohammed Ali
COM01410,C0074,2025-08-06,Email,Schedule confirmation,Ahmed Abdullah
COM02922,C0159,2025-08-06,WhatsApp,Quotation request,Sara Hassan
COM05324,C0282,2025-08-06,Video Call,General inquiry,Sara Hassan
COM06634,C0351,2025-08-06,Phone Call,Training needs assessment,Sara Hassan
COM03765,C0197,2025-08-06,Phone Call,Follow-up on booking,Mohammed Ali
COM05477,C0287,2025-08-07,Video Call,Quotation request,Fatima Ahmed
COM03439,C0182,2025-08-07,Email,Renewal discussion,Mohammed Ali
COM08683,C0464,2025-08-07,WhatsApp,Training needs assessment,Sara Hassan
COM02641,C0143,2025-08-07,Video Call,Renewal discussion,Mohammed Ali
COM03856,C0203,2025-08-07,Email,Satisfaction survey,Fatima Ahmed
COM06454,C0343,2025-08-07,Meeting,Invoice query,Mohammed Ali
COM00913,C0047,2025-08-07,Meeting,Account review,Ahmed Abdullah
COM03743,C0196,2025-08-07,Phone Call,Feedback discussion,Mohammed Ali
COM05973,C0314,2025-08-07,Video Call,Invoice query,Mohammed Ali
COM01701,C0091,2025-08-08,Video Call,Thank you message,Sara Hassan
COM01684,C0090,2025-08-08,Email,General inquiry,Fatima Ahmed
COM05383,C0283,2025-08-08,WhatsApp,Schedule confirmation,Fatima Ahmed
COM00467,C0021,2025-08-08,Email,New course announcement,Mohammed Ali
COM05894,C0308,2025-08-08,Phone Call,Course recommendation,Noura Salem
COM03108,C0167,2025-08-08,Email,Training needs assessment,Sara Hassan
COM09296,C0496,2025-08-08,Email,Complaint resolution,Sara Hassan
COM08313,C0442,2025-08-08,Phone Call,Thank you message,Noura Salem
COM00008,C0001,2025-08-08,Email,Satisfaction survey,Noura Salem
COM04696,C0244,2025-08-08,Video Call,Renewal discussion,Fatima Ahmed
COM04729,C0245,2025-08-08,Email,Course recommendation,Fatima Ahmed
COM03873,C0203,2025-08-08,WhatsApp,Follow-up on booking,Fatima Ahmed
COM07749,C0410,2025-08-08,Email,Quotation request,Mohammed Ali
COM09174,C0488,2025-08-08,WhatsApp,Renewal discussion,Sara Hassan
COM00878,C0044,2025-08-09,Email,Quotation request,Fatima Ahmed
COM03198,C0171,2025-08-09,Phone Call,Thank you message,Sara Hassan
COM01376,C0073,2025-08-09,Phone Call,Account review,Mohammed Ali
COM04884,C0253,2025-08-09,Meeting,Invoice query,Ahmed Abdullah
COM06906,C0364,2025-08-09,Phone Call,Satisfaction survey,Fatima Ahmed
COM05483,C0287,2025-08-09,WhatsApp,Feedback discussion,Fatima Ahmed
COM05872,C0308,2025-08-09,Email,Account review,Noura Salem
COM00994,C0055,2025-08-09,WhatsApp,Course recommendation,Mohammed Ali
COM00534,C0022,2025-08-10,Email,Quotation request,Fatima Ahmed
COM03909,C0205,2025-08-10,Video Call,General inquiry,Mohammed Ali
COM04528,C0234,2025-08-10,Email,Course recommendation,Mohammed Ali
COM00660,C0030,2025-08-10,Phone Call,Feedback discussion,Fatima Ahmed
COM02220,C0122,2025-08-10,Meeting,Feedback discussion,Noura Salem
COM06464,C0344,2025-08-10,Video Call,Follow-up on booking,Noura Salem
COM06975,C0369,2025-08-10,WhatsApp,General inquiry,Mohammed Ali
COM01462,C0078,2025-08-10,Meeting,New course announcement,Fatima Ahmed
COM06907,C0364,2025-08-10,WhatsApp,New course announcement,Fatima Ahmed
COM07432,C0391,2025-08-10,WhatsApp,Renewal discussion,Noura Salem
COM09240,C0493,2025-08-10,WhatsApp,Course recommendation,Sara Hassan
COM01422,C0076,2025-08-10,Email,Renewal discussion,Sara Hassan
COM02617,C0141,2025-08-10,Video Call,General inquiry,Ahmed Abdullah
COM06254,C0330,2025-08-10,Email,Account review,Noura Salem
COM03348,C0176,2025-08-10,Phone Call,Schedule confirmation,Sara Hassan
COM00815,C0040,2025-08-11,Email,Complaint resolution,Sara Hassan
COM07390,C0388,2025-08-11,Video Call,Training needs assessment,Sara Hassan
COM01297,C0066,2025-08-11,Meeting,Feedback discussion,Ahmed Abdullah
COM05460,C0286,2025-08-11,Meeting,Account review,Fatima Ahmed
COM06418,C0340,2025-08-11,Phone Call,Feedback discussion,Ahmed Abdullah
COM08647,C0462,2025-08-11,Video Call,Satisfaction survey,Fatima Ahmed
COM01278,C0065,2025-08-11,Video Call,Follow-up on booking,Ahmed Abdullah
COM01338,C0069,2025-08-12,Video Call,Renewal discussion,Fatima Ahmed
COM06915,C0364,2025-08-12,Meeting,Feedback discussion,Fatima Ahmed
COM07141,C0376,2025-08-12,Email,Schedule confirmation,Sara Hassan
COM03997,C0210,2025-08-12,Meeting,Follow-up on booking,Ahmed Abdullah
COM08571,C0459,2025-08-12,Email,New course announcement,Ahmed Abdullah
COM02483,C0133,2025-08-12,Email,Account review,Sara Hassan
COM04554,C0235,2025-08-12,Meeting,General inquiry,Sara Hassan
COM07887,C0416,2025-08-12,Meeting,General inquiry,Sara Hassan
COM02742,C0149,2025-08-12,Phone Call,New course announcement,Sara Hassan
COM09090,C0487,2025-08-12,Phone Call,General inquiry,Sara Hassan
COM05374,C0283,2025-08-13,Phone Call,Quotation request,Fatima Ahmed
COM06904,C0364,2025-08-13,Meeting,General inquiry,Fatima Ahmed
COM01638,C0087,2025-08-13,Video Call,Renewal discussion,Fatima Ahmed
COM05859,C0307,2025-08-13,Phone Call,Follow-up on booking,Fatima Ahmed
COM00824,C0041,2025-08-13,WhatsApp,Quotation request,Sara Hassan
COM02489,C0133,2025-08-13,Email,Invoice query,Sara Hassan
COM03972,C0208,2025-08-13,Email,New course announcement,Noura Salem
COM09301,C0496,2025-08-13,Phone Call,Follow-up on booking,Sara Hassan
COM02490,C0133,2025-08-13,Email,Training needs assessment,Sara Hassan
COM09185,C0489,2025-08-13,Phone Call,General inquiry,Sara Hassan
COM05785,C0302,2025-08-14,Phone Call,Feedback discussion,Mohammed Ali
COM06639,C0351,2025-08-14,WhatsApp,Renewal discussion,Sara Hassan
COM08977,C0481,2025-08-14,Video Call,Renewal discussion,Sara Hassan
COM09384,C0499,2025-08-14,WhatsApp,Training needs assessment,Fatima Ahmed
COM03711,C0195,2025-08-14,WhatsApp,Feedback discussion,Sara Hassan
COM04195,C0220,2025-08-14,Meeting,Quotation request,Fatima Ahmed
COM02295,C0128,2025-08-14,WhatsApp,Invoice query,Ahmed Abdullah
COM01608,C0084,2025-08-14,WhatsApp,Schedule confirmation,Sara Hassan
COM00542,C0023,2025-08-14,Phone Call,Complaint resolution,Sara Hassan
COM02683,C0145,2025-08-14,Phone Call,Invoice query,Ahmed Abdullah
COM01593,C0084,2025-08-15,Phone Call,Feedback discussion,Sara Hassan
COM07677,C0407,2025-08-15,Video Call,Complaint resolution,Sara Hassan
COM02692,C0146,2025-08-15,WhatsApp,Course recommendation,Fatima Ahmed
COM00058,C0003,2025-08-15,WhatsApp,Quotation request,Fatima Ahmed
COM00958,C0050,2025-08-15,Email,Feedback discussion,Ahmed Abdullah
COM02464,C0133,2025-08-15,Phone Call,Training needs assessment,Sara Hassan
COM05499,C0288,2025-08-15,Video Call,Course recommendation,Noura Salem
COM03984,C0209,2025-08-16,WhatsApp,Feedback discussion,Fatima Ahmed
COM03317,C0176,2025-08-16,Email,New course announcement,Sara Hassan
COM07254,C0380,2025-08-16,Email,Invoice query,Fatima Ahmed
COM03839,C0202,2025-08-16,Email,Training needs assessment,Sara Hassan
COM08974,C0481,2025-08-16,Email,Course recommendation,Sara Hassan
COM00231,C0010,2025-08-16,Phone Call,New course announcement,Mohammed Ali
COM05856,C0307,2025-08-16,Phone Call,Schedule confirmation,Fatima Ahmed
COM02773,C0152,2025-08-16,Video Call,Invoice query,Mohammed Ali
COM03393,C0179,2025-08-16,WhatsApp,Thank you message,Mohammed Ali
COM04490,C0231,2025-08-17,Meeting,Course recommendation,Sara Hassan
COM09092,C0487,2025-08-17,Phone Call,Renewal discussion,Sara Hassan
COM09148,C0488,2025-08-17,WhatsApp,Renewal discussion,Sara Hassan
COM06716,C0355,2025-08-17,Video Call,Course recommendation,Ahmed Abdullah
COM07329,C0386,2025-08-17,Email,Invoice query,Ahmed Abdullah
COM08028,C0424,2025-08-17,Video Call,Schedule confirmation,Ahmed Abdullah
COM03099,C0167,2025-08-17,Video Call,Schedule confirmation,Sara Hassan
COM05602,C0294,2025-08-17,WhatsApp,Quotation request,Mohammed Ali
COM01428,C0076,2025-08-17,Video Call,New course announcement,Sara Hassan
COM05708,C0298,2025-08-17,Video Call,New course announcement,Fatima Ahmed
COM04987,C0259,2025-08-17,Video Call,General inquiry,Sara Hassan
COM03582,C0190,2025-08-18,Video Call,Invoice query,Noura Salem
COM08252,C0439,2025-08-18,Email,New course announcement,Mohammed Ali
COM05574,C0291,2025-08-18,WhatsApp,Thank you message,Sara Hassan
COM04275,C0223,2025-08-18,Video Call,Training needs assessment,Sara Hassan
COM02809,C0153,2025-08-18,Phone Call,Invoice query,Noura Salem
COM01939,C0103,2025-08-19,Phone Call,Training needs assessment,Noura Salem
COM09287,C0495,2025-08-19,Video Call,Training needs assessment,Ahmed Abdullah
COM03949,C0207,2025-08-19,WhatsApp,Satisfaction survey,Noura Salem
COM07058,C0373,2025-08-19,WhatsApp,Account review,Fatima Ahmed
COM07793,C0411,2025-08-19,Email,Course recommendation,Noura Salem
COM08775,C0468,2025-08-19,Email,Course recommendation,Sara Hassan
COM01792,C0096,2025-08-19,Video Call,Complaint resolution,Fatima Ahmed
COM08543,C0458,2025-08-19,WhatsApp,Quotation request,Mohammed Ali
COM00800,C0038,2025-08-19,Meeting,Feedback discussion,Noura Salem
COM02286,C0126,2025-08-19,Phone Call,General inquiry,Noura Salem
COM06314,C0334,2025-08-19,WhatsApp,Invoice query,Mohammed Ali
COM00882,C0045,2025-08-19,Email,Account review,Ahmed Abdullah
COM03130,C0168,2025-08-19,WhatsApp,Training needs assessment,Fatima Ahmed
COM00880,C0044,2025-08-19,WhatsApp,Schedule confirmation,Fatima Ahmed
COM04088,C0216,2025-08-19,Meeting,Course recommendation,Noura Salem
COM06063,C0321,2025-08-20,Meeting,Invoice query,Ahmed Abdullah
COM00702,C0032,2025-08-20,WhatsApp,Complaint resolution,Mohammed Ali
COM06127,C0324,2025-08-20,Phone Call,Follow-up on booking,Noura Salem
COM05159,C0270,2025-08-20,Meeting,Renewal discussion,Sara Hassan
COM05518,C0289,2025-08-20,Video Call,Invoice query,Ahmed Abdullah
COM07019,C0370,2025-08-20,Phone Call,Quotation request,Fatima Ahmed
COM08648,C0462,2025-08-20,Video Call,Renewal discussion,Fatima Ahmed
COM01698,C0091,2025-08-20,WhatsApp,Account review,Sara Hassan
COM07119,C0375,2025-08-20,WhatsApp,Feedback discussion,Fatima Ahmed
