feedback_id,client_id,booking_id,feedback_date,overall_rating,nps_score,trainer_rating,comments
F02474,C0361,B03061,2023-07-07,4.5,9,4.4,Great real-world examples and case studies
F02475,C0361,B03062,2023-09-08,4.7,9,4.7,Very useful tools and frameworks provided
F02476,C0361,B03063,2023-11-15,3.6,8,3.6,
F02477,C0361,B03064,2024-01-15,4.5,9,4.3,
F02478,C0361,B03065,2024-03-16,4.7,10,4.6,Trainer was knowledgeable and approachable
F02479,C0361,B03066,2024-05-06,4.5,10,4.7,
F02480,C0361,B03067,2024-06-20,3.7,8,3.7,
F02481,C0361,B03068,2024-08-17,4.0,8,4.2,Trainer was knowledgeable
F02482,C0361,B03070,2024-11-20,4.3,7,4.2,"Decent workshop, learned some new things"
F02483,C0362,B03071,2024-05-02,4.3,8,4.4,
F02484,C0362,B03073,2024-07-19,4.6,9,4.9,Very useful tools and frameworks provided
F02485,C0362,B03074,2024-08-28,3.7,7,3.6,"Useful content, could use more examples"
F02486,C0362,B03075,2024-10-04,4.7,10,5.0,
F02487,C0362,B03076,2024-11-12,5.0,10,5.0,
F02488,C0362,B03077,2024-12-15,4.9,9,4.9,"Exceeded expectations, highly recommend"
F02489,C0362,B03078,2025-01-29,4.0,8,4.0,Trainer was knowledgeable
F02490,C0362,B03079,2025-02-23,3.9,7,3.6,"Useful content, could use more examples"
F02491,C0363,B03080,2021-10-02,4.2,7,4.5,Trainer was knowledgeable
F02492,C0363,B03081,2021-11-30,3.5,7,3.8,Trainer was knowledgeable
F02493,C0363,B03083,2022-03-21,4.4,7,4.2,
F02494,C0363,B03084,2022-05-13,4.1,7,4.6,Trainer was knowledgeable
F02495,C0363,B03085,2022-06-19,4.2,7,4.5,Trainer was knowledgeable
F02496,C0364,B03087,2025-02-26,3.7,8,3.6,
F02497,C0364,B03088,2025-03-30,4.8,10,5.0,
F02498,C0364,B03089,2025-05-01,4.4,8,5.0,
F02499,C0364,B03090,2025-06-03,4.3,7,4.6,
F02500,C0364,B03091,2025-07-13,4.2,7,4.2,
F02501,C0365,B03092,2021-04-06,4.2,7,4.5,"Good course overall, met expectations"
F02502,C0365,B03093,2021-06-13,3.9,7,3.5,
F02503,C0366,B03095,2022-01-22,5.0,10,4.8,Very useful tools and frameworks provided
F02504,C0366,B03096,2022-03-02,4.9,9,5.0,
F02505,C0366,B03098,2022-05-14,3.6,8,3.7,Trainer was knowledgeable
F02506,C0366,B03099,2022-07-04,4.4,8,5.0,
F02507,C0366,B03100,2022-07-28,3.6,8,4.0,"Decent workshop, learned some new things"
F02508,C0366,B03101,2022-09-15,4.0,7,4.2,
F02509,C0366,B03102,2022-10-21,3.7,7,3.6,"Useful content, could use more examples"
F02510,C0367,B03103,2022-01-10,3.5,8,4.0,
F02511,C0367,B03104,2022-03-26,4.9,9,4.8,Great real-world examples and case studies
F02512,C0367,B03105,2022-06-04,5.0,9,5.0,
F02513,C0367,B03106,2022-08-07,4.6,10,4.5,Great real-world examples and case studies
F02514,C0367,B03107,2022-11-01,5.0,10,4.6,Great real-world examples and case studies
F02515,C0367,B03108,2023-01-30,4.5,9,4.6,"Exceeded expectations, highly recommend"
F02516,C0368,B03109,2022-07-20,4.1,7,4.5,Trainer was knowledgeable
F02517,C0369,B03111,2024-11-12,4.7,9,5.0,Very useful tools and frameworks provided
F02518,C0369,B03112,2024-12-02,3.6,8,3.9,
F02519,C0369,B03113,2025-01-23,4.8,9,4.7,Trainer was knowledgeable and approachable
F02520,C0369,B03114,2025-03-10,3.8,7,3.8,"Useful content, could use more examples"
F02521,C0369,B03116,2025-05-10,4.7,10,5.0,Highly engaging and interactive session
F02522,C0369,B03118,2025-08-09,4.8,9,4.5,
F02523,C0369,B03119,2025-09-07,4.7,10,5.0,"Good pace, well-structured content"
F02524,C0369,B03120,2025-10-17,3.7,7,3.5,Trainer was knowledgeable
F02525,C0369,B03121,2025-11-16,4.0,7,4.2,
F02526,C0369,B03122,2025-12-15,4.8,10,4.9,Highly engaging and interactive session
F02527,C0370,B03124,2021-09-19,3.5,7,3.6,"Good course overall, met expectations"
F02528,C0370,B03125,2021-10-16,4.3,7,4.1,
F02529,C0370,B03126,2021-11-23,5.0,10,4.7,"Exceeded expectations, highly recommend"
F02530,C0370,B03127,2022-01-01,3.4,5,3.8,
F02531,C0370,B03128,2022-01-19,3.7,8,3.9,Trainer was knowledgeable
F02532,C0370,B03129,2022-03-01,4.1,7,4.4,"Decent workshop, learned some new things"
F02533,C0370,B03130,2022-03-19,3.4,5,3.4,
F02534,C0370,B03132,2022-05-23,5.0,10,4.9,
F02535,C0370,B03133,2022-06-09,3.6,8,3.8,"Useful content, could use more examples"
F02536,C0370,B03135,2022-08-16,3.7,8,4.0,Trainer was knowledgeable
F02537,C0370,B03136,2022-09-22,3.7,7,3.4,Trainer was knowledgeable
F02538,C0371,B03137,2021-01-20,3.8,7,4.3,
F02539,C0371,B03138,2021-02-25,3.9,8,4.2,"Decent workshop, learned some new things"
F02540,C0371,B03139,2021-04-04,4.2,8,4.2,
F02541,C0371,B03140,2021-05-12,5.0,10,5.0,Highly engaging and interactive session
F02542,C0371,B03141,2021-07-08,3.9,8,3.7,"Good course overall, met expectations"
F02543,C0371,B03143,2021-10-03,4.3,8,4.8,
F02544,C0371,B03144,2021-11-11,4.1,7,4.5,
F02545,C0371,B03146,2022-01-31,5.0,10,4.6,
F02546,C0371,B03147,2022-03-10,4.2,8,4.0,"Good course overall, met expectations"
F02547,C0371,B03148,2022-05-02,4.8,9,5.0,
F02548,C0371,B03149,2022-06-21,3.5,7,4.0,
F02549,C0371,B03150,2022-08-19,4.0,7,3.9,
F02550,C0371,B03151,2022-10-07,4.1,7,4.7,"Useful content, could use more examples"
F02551,C0372,B03152,2022-03-31,4.0,8,3.9,"Useful content, could use more examples"
F02552,C0372,B03153,2022-05-21,4.5,10,4.8,Great real-world examples and case studies
F02553,C0372,B03154,2022-07-30,4.7,10,4.8,"Exceeded expectations, highly recommend"
F02554,C0372,B03155,2022-10-05,3.8,7,4.2,Trainer was knowledgeable
F02555,C0372,B03156,2022-12-13,4.7,10,4.5,Trainer was knowledgeable and approachable
F02556,C0372,B03157,2023-01-31,4.5,10,4.8,Trainer was knowledgeable and approachable
F02557,C0372,B03158,2023-03-24,4.1,7,3.9,"Decent workshop, learned some new things"
F02558,C0372,B03161,2023-09-26,3.9,8,4.0,"Decent workshop, learned some new things"
F02559,C0373,B03162,2025-04-29,4.5,10,4.6,
F02560,C0373,B03163,2025-06-30,4.1,7,4.2,
F02561,C0373,B03164,2025-09-05,5.0,10,4.9,"Exceeded expectations, highly recommend"
F02562,C0373,B03165,2025-10-22,3.8,8,4.0,"Useful content, could use more examples"
F02563,C0374,B03166,2022-01-23,4.5,10,4.8,
F02564,C0374,B03167,2022-03-26,4.7,9,4.8,
F02565,C0374,B03168,2022-06-12,4.7,9,5.0,"Good pace, well-structured content"
F02566,C0374,B03171,2023-02-09,3.8,8,4.1,
F02567,C0375,B03172,2023-10-30,4.2,8,4.2,Trainer was knowledgeable
F02568,C0375,B03173,2023-12-23,4.1,8,4.1,
F02569,C0375,B03174,2024-02-02,3.7,8,4.1,
F02570,C0375,B03175,2024-03-05,5.0,9,5.0,"Good pace, well-structured content"
F02571,C0375,B03176,2024-03-29,4.6,10,4.3,"Good pace, well-structured content"
F02572,C0375,B03177,2024-04-28,4.5,10,4.4,"Exceeded expectations, highly recommend"
F02573,C0375,B03179,2024-07-10,4.4,8,4.8,"Good course overall, met expectations"
F02574,C0375,B03180,2024-08-08,4.6,10,5.0,"Good pace, well-structured content"
F02575,C0375,B03181,2024-09-06,5.0,10,4.9,
F02576,C0375,B03182,2024-09-30,4.9,9,4.8,"Exceeded expectations, highly recommend"
F02577,C0375,B03183,2024-11-06,4.1,8,4.4,"Good course overall, met expectations"
F02578,C0375,B03184,2024-11-26,3.9,7,3.9,"Decent workshop, learned some new things"
F02579,C0375,B03185,2024-12-21,4.3,7,4.3,
F02580,C0375,B03186,2025-01-31,3.7,7,3.5,
F02581,C0376,B03188,2024-06-27,4.0,7,3.8,
F02582,C0376,B03189,2024-08-22,3.8,7,4.3,Trainer was knowledgeable
F02583,C0376,B03190,2024-10-19,4.1,8,4.4,"Good course overall, met expectations"
F02584,C0376,B03192,2025-02-07,4.7,9,4.7,
F02585,C0376,B03195,2025-08-04,4.7,10,5.0,
F02586,C0377,B03198,2023-08-18,4.0,7,4.1,"Decent workshop, learned some new things"
F02587,C0378,B03199,2022-07-12,4.2,8,4.0,"Useful content, could use more examples"
F02588,C0378,B03200,2022-09-03,4.9,10,5.0,Very useful tools and frameworks provided
F02589,C0378,B03201,2022-10-12,4.0,8,3.8,
F02590,C0378,B03202,2022-12-11,4.8,9,5.0,"Excellent trainer, very practical content"
F02591,C0378,B03203,2023-01-19,3.6,7,3.7,Trainer was knowledgeable
F02592,C0378,B03204,2023-03-07,4.2,8,4.0,"Useful content, could use more examples"
F02593,C0378,B03205,2023-04-12,4.1,8,4.2,"Useful content, could use more examples"
F02594,C0378,B03206,2023-06-15,4.5,9,4.6,"Exceeded expectations, highly recommend"
F02595,C0378,B03207,2023-07-26,4.2,8,4.3,"Decent workshop, learned some new things"
F02596,C0378,B03208,2023-09-12,3.3,6,3.6,"Too theoretical, needed more practical exercises"
F02597,C0378,B03209,2023-10-31,4.6,10,4.4,
F02598,C0378,B03210,2023-12-26,3.6,8,3.5,
F02599,C0378,B03212,2024-03-24,4.7,10,4.6,
F02600,C0379,B03213,2024-02-08,3.8,8,3.6,"Good course overall, met expectations"
F02601,C0379,B03214,2024-05-12,3.7,7,3.7,
F02602,C0379,B03215,2024-08-15,3.8,8,3.9,
F02603,C0379,B03216,2024-11-25,4.7,9,4.9,"Good pace, well-structured content"
F02604,C0379,B03217,2025-03-12,5.0,9,4.9,
F02605,C0379,B03218,2025-06-20,3.8,7,4.2,
F02606,C0379,B03219,2025-10-01,5.0,10,5.0,
F02607,C0380,B03220,2023-06-24,4.6,9,4.6,"Exceeded expectations, highly recommend"
F02608,C0380,B03222,2023-09-19,4.3,7,4.2,"Useful content, could use more examples"
F02609,C0380,B03223,2023-11-02,4.6,9,4.6,
F02610,C0380,B03224,2023-12-05,4.8,9,5.0,
F02611,C0380,B03225,2024-01-11,3.9,7,3.6,"Decent workshop, learned some new things"
F02612,C0380,B03227,2024-04-01,5.0,10,4.6,"Excellent trainer, very practical content"
F02613,C0380,B03228,2024-05-24,3.6,8,3.7,"Decent workshop, learned some new things"
F02614,C0380,B03230,2024-08-24,4.3,8,4.4,"Decent workshop, learned some new things"
F02615,C0380,B03231,2024-10-02,3.9,8,4.2,
F02616,C0380,B03232,2024-11-10,3.4,3,3.4,"Pace was too fast, hard to follow"
F02617,C0380,B03233,2025-01-04,4.6,9,4.5,"Exceeded expectations, highly recommend"
F02618,C0380,B03234,2025-02-16,3.7,8,4.0,"Good course overall, met expectations"
F02619,C0381,B03235,2023-08-24,4.5,9,4.2,Very useful tools and frameworks provided
F02620,C0381,B03238,2023-12-17,4.7,9,4.9,"Good pace, well-structured content"
F02621,C0381,B03239,2024-02-05,5.0,10,4.9,
F02622,C0381,B03240,2024-03-11,4.7,9,5.0,Trainer was knowledgeable and approachable
F02623,C0381,B03241,2024-04-27,4.0,7,4.3,
F02624,C0381,B03242,2024-06-20,4.2,7,4.2,
F02625,C0381,B03243,2024-07-24,4.9,10,4.9,
F02626,C0381,B03244,2024-09-03,4.1,7,4.6,
F02627,C0382,B03245,2024-10-20,3.7,7,3.4,"Useful content, could use more examples"
F02628,C0382,B03246,2025-02-17,4.3,8,4.1,
F02629,C0382,B03247,2025-06-05,3.4,6,3.9,
F02630,C0383,B03249,2021-08-28,3.6,8,3.8,"Good course overall, met expectations"
F02631,C0383,B03250,2021-10-22,4.5,10,4.9,Highly engaging and interactive session
F02632,C0383,B03251,2021-12-09,4.0,8,4.2,"Decent workshop, learned some new things"
F02633,C0383,B03252,2022-02-03,3.9,7,4.0,"Useful content, could use more examples"
F02634,C0383,B03253,2022-03-30,4.2,7,3.9,"Useful content, could use more examples"
F02635,C0383,B03256,2022-08-13,4.0,8,4.0,"Decent workshop, learned some new things"
F02636,C0383,B03257,2022-10-10,4.4,7,4.8,
F02637,C0383,B03258,2022-11-20,4.6,10,4.7,"Exceeded expectations, highly recommend"
F02638,C0384,B03259,2023-12-22,5.0,9,4.9,
F02639,C0384,B03260,2024-01-21,4.8,9,4.5,"Good pace, well-structured content"
F02640,C0385,B03262,2022-01-10,3.7,7,3.9,"Useful content, could use more examples"
F02641,C0385,B03263,2022-05-06,4.6,9,4.6,Great real-world examples and case studies
F02642,C0386,B03264,2024-01-25,3.4,3,3.7,Trainer rushed through important topics
F02643,C0386,B03265,2024-04-21,4.9,10,5.0,Trainer was knowledgeable and approachable
F02644,C0386,B03266,2024-07-27,4.0,8,3.6,
F02645,C0386,B03267,2024-11-09,4.5,9,4.5,
F02646,C0386,B03268,2025-02-15,3.6,7,3.9,
F02647,C0386,B03269,2025-05-27,4.3,7,4.2,"Decent workshop, learned some new things"
F02648,C0386,B03270,2025-09-15,5.0,10,4.9,"Exceeded expectations, highly recommend"
F02649,C0387,B03274,2023-04-19,3.8,7,4.3,"Useful content, could use more examples"
F02650,C0387,B03275,2023-05-20,3.5,8,3.4,"Decent workshop, learned some new things"
F02651,C0387,B03277,2023-08-16,4.9,10,5.0,
F02652,C0387,B03278,2023-10-06,3.8,8,4.1,
F02653,C0387,B03279,2023-11-04,4.7,9,4.7,
F02654,C0387,B03280,2023-12-20,4.3,8,4.0,
F02655,C0387,B03281,2024-01-14,3.8,7,3.3,"Good course overall, met expectations"
F02656,C0387,B03282,2024-02-24,4.8,10,5.0,Very useful tools and frameworks provided
F02657,C0388,B03283,2023-10-12,4.1,8,4.3,
F02658,C0388,B03285,2024-02-10,4.1,7,4.1,
F02659,C0388,B03287,2024-05-22,3.9,7,3.8,
F02660,C0388,B03288,2024-07-03,3.6,8,3.7,
F02661,C0388,B03289,2024-08-12,5.0,10,5.0,
F02662,C0388,B03291,2024-11-05,3.7,7,4.3,
F02663,C0388,B03292,2024-12-31,5.0,10,5.0,Very useful tools and frameworks provided
F02664,C0388,B03293,2025-02-10,4.0,7,3.9,"Decent workshop, learned some new things"
F02665,C0388,B03294,2025-04-14,3.7,7,4.0,
F02666,C0388,B03295,2025-06-05,4.3,8,4.2,Trainer was knowledgeable
F02667,C0388,B03296,2025-07-27,4.7,9,4.6,
F02668,C0388,B03297,2025-09-09,3.7,7,4.1,"Decent workshop, learned some new things"
F02669,C0388,B03298,2025-10-27,4.8,10,4.7,"Good pace, well-structured content"
F02670,C0389,B03300,2024-05-01,5.0,10,5.0,Trainer was knowledgeable and approachable
F02671,C0389,B03301,2024-08-20,4.2,7,4.2,"Decent workshop, learned some new things"
F02672,C0389,B03302,2024-11-22,4.8,10,4.6,"Exceeded expectations, highly recommend"
F02673,C0389,B03303,2025-03-05,4.4,7,4.4,"Useful content, could use more examples"
F02674,C0389,B03304,2025-06-11,4.6,9,4.8,Trainer was knowledgeable and approachable
F02675,C0390,B03308,2025-01-22,3.4,6,3.5,
F02676,C0390,B03309,2025-03-21,5.0,10,4.9,"Exceeded expectations, highly recommend"
F02677,C0390,B03310,2025-05-16,4.2,8,4.2,"Decent workshop, learned some new things"
F02678,C0390,B03311,2025-07-29,3.8,8,4.0,
F02679,C0391,B03313,2022-01-26,4.8,9,4.9,"Excellent trainer, very practical content"
F02680,C0391,B03315,2022-07-24,4.2,8,4.4,
F02681,C0391,B03316,2022-10-24,3.4,5,3.8,Trainer rushed through important topics
F02682,C0391,B03317,2023-01-29,4.5,9,4.4,Very useful tools and frameworks provided
F02683,C0391,B03318,2023-04-25,3.4,3,3.8,Not enough time for questions
F02684,C0391,B03319,2023-07-24,3.8,7,3.7,
F02685,C0391,B03320,2023-10-27,3.9,7,3.8,
F02686,C0392,B03321,2021-03-19,4.0,7,4.4,"Decent workshop, learned some new things"
F02687,C0392,B03322,2021-05-31,3.3,4,3.6,
F02688,C0392,B03323,2021-07-17,4.7,10,4.4,
F02689,C0392,B03324,2021-09-24,4.1,8,4.6,"Useful content, could use more examples"
F02690,C0392,B03326,2022-02-12,3.9,7,4.2,
F02691,C0392,B03328,2022-05-30,5.0,10,5.0,Trainer was knowledgeable and approachable
F02692,C0393,B03329,2021-10-01,4.9,10,5.0,
F02693,C0393,B03331,2022-01-29,3.6,7,3.6,Trainer was knowledgeable
F02694,C0393,B03332,2022-03-13,3.6,8,3.9,
F02695,C0393,B03333,2022-04-28,4.3,7,4.1,
F02696,C0393,B03334,2022-06-14,4.4,7,4.5,Trainer was knowledgeable
F02697,C0393,B03335,2022-08-02,4.0,8,3.9,
F02698,C0393,B03336,2022-09-29,4.8,9,4.9,"Exceeded expectations, highly recommend"
F02699,C0393,B03337,2022-11-10,3.9,7,4.1,"Decent workshop, learned some new things"
F02700,C0393,B03338,2023-01-13,4.7,9,4.7,Trainer was knowledgeable and approachable
F02701,C0393,B03339,2023-02-19,3.8,8,3.9,Trainer was knowledgeable
F02702,C0393,B03340,2023-03-30,5.0,10,4.8,"Exceeded expectations, highly recommend"
F02703,C0394,B03341,2025-05-21,3.6,8,3.9,
F02704,C0394,B03342,2025-08-10,4.1,7,4.3,
F02705,C0395,B03343,2023-10-14,3.7,7,3.7,"Useful content, could use more examples"
F02706,C0395,B03344,2023-12-02,3.5,8,3.8,
F02707,C0395,B03345,2024-01-27,4.1,8,4.2,"Good course overall, met expectations"
F02708,C0395,B03347,2024-05-24,4.3,8,4.1,
F02709,C0395,B03348,2024-07-20,4.8,10,4.7,
F02710,C0395,B03349,2024-09-21,3.4,0,3.3,
F02711,C0395,B03350,2024-11-16,3.9,8,4.2,
F02712,C0395,B03351,2025-01-19,4.6,9,4.2,Great real-world examples and case studies
F02713,C0395,B03352,2025-03-29,4.7,9,5.0,
F02714,C0395,B03354,2025-08-15,3.8,8,4.1,"Useful content, could use more examples"
F02715,C0396,B03355,2021-12-31,4.8,9,5.0,"Good pace, well-structured content"
F02716,C0396,B03356,2022-03-04,4.9,9,5.0,
F02717,C0397,B03357,2024-12-24,3.7,8,3.8,"Good course overall, met expectations"
F02718,C0397,B03359,2025-02-21,4.4,7,4.5,"Decent workshop, learned some new things"
F02719,C0399,B03361,2022-11-15,3.3,0,3.3,"Too theoretical, needed more practical exercises"
F02720,C0399,B03363,2023-04-16,4.7,10,4.8,Trainer was knowledgeable and approachable
F02721,C0399,B03364,2023-06-30,4.8,10,4.3,Great real-world examples and case studies
F02722,C0399,B03365,2023-09-26,4.4,8,4.4,
F02723,C0399,B03366,2023-12-22,4.3,8,4.6,
F02724,C0399,B03367,2024-02-23,4.1,7,4.6,
F02725,C0400,B03368,2022-12-15,3.9,7,4.4,"Good course overall, met expectations"
F02726,C0400,B03369,2023-03-09,4.4,7,4.3,"Useful content, could use more examples"
F02727,C0400,B03370,2023-06-15,4.4,8,4.6,Trainer was knowledgeable
F02728,C0400,B03371,2023-09-29,4.4,8,4.8,"Decent workshop, learned some new things"
F02729,C0400,B03372,2024-01-03,4.7,9,4.9,
F02730,C0400,B03373,2024-03-23,4.7,10,5.0,Very useful tools and frameworks provided
F02731,C0400,B03374,2024-06-17,4.9,10,4.9,
F02732,C0400,B03375,2024-09-22,4.4,7,4.4,
F02733,C0401,B03376,2022-12-26,4.2,7,4.2,"Useful content, could use more examples"
F02734,C0401,B03378,2023-03-29,3.7,8,3.7,"Decent workshop, learned some new things"
F02735,C0401,B03379,2023-05-18,5.0,9,4.9,
F02736,C0401,B03380,2023-06-20,4.4,8,4.4,
F02737,C0401,B03381,2023-07-30,4.7,9,4.7,Highly engaging and interactive session
F02738,C0401,B03382,2023-09-08,4.0,7,4.0,"Good course overall, met expectations"
F02739,C0401,B03383,2023-10-24,4.1,8,3.8,Trainer was knowledgeable
F02740,C0402,B03384,2024-02-28,4.5,10,4.7,"Good pace, well-structured content"
F02741,C0403,B03385,2023-06-20,4.4,7,4.7,"Good course overall, met expectations"
F02742,C0403,B03387,2023-09-26,3.7,8,3.5,
F02743,C0403,B03388,2023-11-24,4.1,8,4.3,
F02744,C0403,B03390,2024-03-14,3.5,7,3.7,"Useful content, could use more examples"
F02745,C0404,B03391,2025-11-29,3.7,7,4.1,
F02746,C0405,B03392,2022-02-08,3.7,7,3.7,
F02747,C0405,B03393,2022-04-03,4.6,9,4.5,Very useful tools and frameworks provided
F02748,C0405,B03394,2022-05-23,4.1,8,4.2,"Useful content, could use more examples"
F02749,C0405,B03395,2022-07-17,3.7,8,3.7,
F02750,C0405,B03396,2022-08-14,4.2,8,4.4,
F02751,C0405,B03397,2022-10-07,3.5,7,4.0,
F02752,C0405,B03398,2022-11-27,3.7,7,3.8,
F02753,C0405,B03399,2023-01-06,4.9,9,5.0,Great real-world examples and case studies
F02754,C0405,B03400,2023-02-25,4.7,9,5.0,
F02755,C0406,B03401,2022-09-28,3.9,7,4.3,"Decent workshop, learned some new things"
F02756,C0406,B03402,2022-11-10,4.1,7,4.0,"Good course overall, met expectations"
F02757,C0407,B03403,2025-04-16,4.2,8,4.4,"Decent workshop, learned some new things"
F02758,C0407,B03408,2025-12-10,4.6,10,5.0,
F02759,C0408,B03409,2024-04-05,3.8,8,4.1,"Useful content, could use more examples"
F02760,C0408,B03411,2024-08-13,4.6,10,4.3,
F02761,C0408,B03412,2024-10-12,4.5,10,5.0,"Excellent trainer, very practical content"
F02762,C0408,B03414,2025-01-27,4.7,10,4.4,
F02763,C0408,B03415,2025-03-04,4.0,8,4.2,Trainer was knowledgeable
F02764,C0408,B03416,2025-04-09,4.1,8,3.8,Trainer was knowledgeable
F02765,C0408,B03417,2025-05-29,5.0,9,5.0,"Good pace, well-structured content"
F02766,C0408,B03418,2025-07-11,3.6,7,3.9,"Decent workshop, learned some new things"
F02767,C0408,B03419,2025-09-02,4.7,10,5.0,"Excellent trainer, very practical content"
F02768,C0408,B03420,2025-10-19,3.7,8,4.1,
F02769,C0408,B03421,2025-12-12,3.4,3,3.7,"Pace was too fast, hard to follow"
F02770,C0409,B03422,2023-10-09,3.5,8,3.9,
F02771,C0409,B03423,2023-11-07,4.1,8,4.2,"Good course overall, met expectations"
F02772,C0410,B03424,2022-09-28,4.4,7,5.0,
F02773,C0410,B03426,2022-11-08,4.3,8,4.3,"Decent workshop, learned some new things"
F02774,C0410,B03427,2022-12-15,5.0,10,5.0,Great real-world examples and case studies
F02775,C0410,B03431,2023-05-17,3.7,7,3.8,
F02776,C0410,B03432,2023-06-29,4.8,9,5.0,Trainer was knowledgeable and approachable
F02777,C0410,B03433,2023-08-01,3.9,8,4.2,
F02778,C0410,B03434,2023-08-30,4.0,7,3.6,Trainer was knowledgeable
F02779,C0410,B03436,2023-10-16,4.3,8,4.9,
F02780,C0410,B03437,2023-11-02,4.6,9,4.7,"Exceeded expectations, highly recommend"
F02781,C0410,B03438,2023-11-21,4.0,8,3.9,"Decent workshop, learned some new things"
F02782,C0410,B03440,2024-02-16,3.7,8,4.0,
F02783,C0410,B03441,2024-03-05,3.7,8,3.6,
F02784,C0411,B03442,2022-05-04,4.5,10,4.5,"Exceeded expectations, highly recommend"
F02785,C0411,B03444,2022-06-29,3.8,8,4.1,"Decent workshop, learned some new things"
F02786,C0411,B03445,2022-08-03,4.3,7,4.2,
F02787,C0411,B03446,2022-09-01,4.6,9,4.7,Great real-world examples and case studies
F02788,C0411,B03447,2022-09-26,4.7,9,5.0,Trainer was knowledgeable and approachable
F02789,C0411,B03449,2022-12-07,4.8,9,4.7,Highly engaging and interactive session
F02790,C0411,B03450,2022-12-30,4.8,9,5.0,
F02791,C0411,B03451,2023-02-06,4.7,9,4.5,Very useful tools and frameworks provided
F02792,C0411,B03453,2023-05-02,4.4,7,4.3,"Decent workshop, learned some new things"
F02793,C0411,B03455,2023-06-29,4.5,9,4.3,Great real-world examples and case studies
F02794,C0411,B03456,2023-08-12,4.4,7,4.6,
F02795,C0411,B03457,2023-09-14,3.4,5,3.8,
F02796,C0411,B03458,2023-10-26,3.4,0,3.6,
F02797,C0411,B03459,2023-11-24,4.1,7,4.4,
F02798,C0411,B03460,2023-12-16,4.7,9,4.5,"Good pace, well-structured content"
F02799,C0411,B03461,2024-01-24,4.5,9,4.5,
F02800,C0412,B03462,2021-03-09,4.7,9,5.0,"Exceeded expectations, highly recommend"
F02801,C0412,B03463,2021-06-04,3.9,8,3.7,
F02802,C0413,B03464,2024-02-08,4.7,9,4.5,"Exceeded expectations, highly recommend"
F02803,C0413,B03465,2024-06-14,4.9,10,5.0,Great real-world examples and case studies
F02804,C0413,B03466,2024-10-20,4.0,8,4.0,"Useful content, could use more examples"
F02805,C0413,B03467,2025-02-04,3.3,0,3.4,Not enough time for questions
F02806,C0413,B03468,2025-05-26,4.2,7,4.3,Trainer was knowledgeable
F02807,C0414,B03469,2022-07-05,4.8,9,5.0,Very useful tools and frameworks provided
F02808,C0414,B03470,2022-09-06,5.0,10,4.7,
F02809,C0414,B03471,2022-11-25,3.7,7,3.8,
F02810,C0414,B03472,2023-02-11,3.5,8,4.1,"Decent workshop, learned some new things"
F02811,C0414,B03474,2023-06-17,4.6,9,4.9,"Good pace, well-structured content"
F02812,C0414,B03475,2023-08-27,4.0,7,3.8,
F02813,C0414,B03476,2023-10-25,3.6,8,4.0,
F02814,C0414,B03477,2023-12-22,4.4,7,4.9,Trainer was knowledgeable
F02815,C0414,B03478,2024-03-15,4.8,10,5.0,Very useful tools and frameworks provided
F02816,C0414,B03479,2024-05-08,4.0,7,4.2,"Useful content, could use more examples"
F02817,C0414,B03480,2024-07-23,3.7,7,3.8,
F02818,C0414,B03481,2024-09-12,4.7,10,4.8,Trainer was knowledgeable and approachable
F02819,C0415,B03485,2024-12-17,3.6,8,3.8,"Good course overall, met expectations"
F02820,C0415,B03486,2025-01-29,4.5,9,5.0,"Good pace, well-structured content"
F02821,C0415,B03487,2025-03-13,4.0,8,4.1,"Useful content, could use more examples"
F02822,C0415,B03488,2025-04-14,4.3,7,4.5,Trainer was knowledgeable
F02823,C0415,B03489,2025-05-21,4.5,10,4.7,Highly engaging and interactive session
F02824,C0416,B03490,2023-03-23,4.3,7,4.5,"Decent workshop, learned some new things"
F02825,C0416,B03491,2023-05-12,3.5,8,3.9,"Useful content, could use more examples"
F02826,C0416,B03492,2023-07-06,3.9,8,3.6,
F02827,C0416,B03493,2023-09-09,4.8,10,5.0,
F02828,C0416,B03494,2023-11-02,5.0,10,5.0,
F02829,C0416,B03496,2024-02-26,4.0,7,4.1,"Useful content, could use more examples"
F02830,C0417,B03497,2022-06-15,3.9,8,4.0,
F02831,C0417,B03498,2022-07-19,3.9,8,4.1,
F02832,C0417,B03499,2022-08-15,3.6,7,3.8,
F02833,C0417,B03500,2022-10-03,3.7,8,3.9,"Useful content, could use more examples"
F02834,C0417,B03501,2022-11-09,4.4,8,4.7,
F02835,C0417,B03502,2022-12-29,3.7,7,3.7,Trainer was knowledgeable
F02836,C0417,B03503,2023-01-29,5.0,9,5.0,"Excellent trainer, very practical content"
F02837,C0417,B03504,2023-03-29,4.4,7,4.1,
F02838,C0417,B03505,2023-04-28,4.5,10,4.5,"Good pace, well-structured content"
F02839,C0417,B03507,2023-08-12,4.6,9,4.5,"Excellent trainer, very practical content"
F02840,C0417,B03508,2023-10-09,4.2,7,4.3,"Good course overall, met expectations"
F02841,C0417,B03509,2023-11-15,5.0,10,4.9,Very useful tools and frameworks provided
F02842,C0417,B03511,2024-02-17,4.1,7,4.4,"Good course overall, met expectations"
F02843,C0417,B03512,2024-04-17,4.3,8,4.3,
F02844,C0417,B03513,2024-05-17,4.7,9,5.0,
F02845,C0417,B03514,2024-07-15,4.9,9,4.9,"Exceeded expectations, highly recommend"
